image_name,xcoord,ycoord
SWC0030,1440,2880
SWC0030,1440,4320
SWC0030,2880,0
SWC0030,2880,1440
SWC0030,2880,2880
SWC0030,2880,4320
SWC0030,4320,0
SWC0030,4320,1440
SWC0030,4320,2880
SWC0030,4320,4320
SWC0030,5760,0
SWC0030,5760,1440
SWC0030,5760,2880
SWC0030,5760,4320
SWC0030,7200,0
SWC0030,7200,1440
SWC0030,7200,2880
SWC0030,7200,4320
SWC0031,0,0
SWC0031,0,1440
SWC0031,0,2880
SWC0031,0,4320
SWC0031,1440,0
SWC0031,1440,1440
SWC0031,1440,2880
SWC0031,1440,4320
SWC0031,2880,0
SWC0031,2880,1440
SWC0031,2880,2880
SWC0031,2880,4320
SWC0031,4320,0
SWC0031,4320,1440
SWC0031,4320,2880
SWC0031,4320,4320
SWC0031,5760,0
SWC0031,5760,1440
SWC0031,5760,2880
SWC0031,5760,4320
SWC0031,7200,0
SWC0031,7200,1440
SWC0031,7200,2880
SWC0031,7200,4320
SWC1782,0,0
SWC1782,0,1440
SWC1782,0,2880
SWC1782,0,4320
SWC1782,1440,0
SWC1782,1440,1440
SWC1782,1440,2880
SWC1782,1440,4320
SWC1782,2880,0
SWC1782,2880,1440
SWC1782,2880,2880
SWC1782,2880,4320
SWC1782,4320,0
SWC1782,4320,1440
SWC1782,4320,2880
SWC1782,4320,4320
SWC1782,5760,0
SWC1782,5760,1440
SWC1782,5760,2880
SWC1782,5760,4320
SWC1782,7200,0
SWC1782,7200,1440
SWC1782,7200,2880
SWC1782,7200,4320
SWC1027,0,0
SWC1027,0,1440
SWC1027,0,2880
SWC1027,0,4320
SWC1027,1440,0
SWC1027,1440,1440
SWC1027,1440,2880
SWC1027,1440,4320
SWC1027,2880,0
SWC1027,2880,1440
SWC1027,2880,2880
SWC1027,2880,4320
SWC1027,4320,0
SWC1027,4320,1440
SWC1027,4320,2880
SWC1027,4320,4320
SWC1027,5760,0
SWC1027,5760,1440
SWC1027,5760,2880
SWC1027,5760,4320
SWC1027,7200,0
SWC1027,7200,1440
SWC1027,7200,2880
SWC1027,7200,4320
SWC0753,0,0
SWC0753,0,1440
SWC0753,0,2880
SWC0753,0,4320
SWC0753,1440,0
SWC0753,1440,1440
SWC0753,1440,2880
SWC0753,1440,4320
SWC0753,2880,0
SWC0753,2880,1440
SWC0753,2880,2880
SWC0753,2880,4320
SWC0753,4320,0
SWC0753,4320,1440
SWC0753,4320,2880
SWC0753,4320,4320
SWC0753,5760,0
SWC0753,5760,1440
SWC0753,5760,2880
SWC0753,5760,4320
SWC0753,7200,0
SWC0753,7200,1440
SWC0753,7200,2880
SWC0753,7200,4320
SWC1007,0,0
SWC1007,0,1440
SWC1007,0,2880
SWC1007,0,4320
SWC1007,1440,0
SWC1007,1440,1440
SWC1007,1440,2880
SWC1007,1440,4320
SWC1007,2880,0
SWC1007,2880,1440
SWC1007,2880,2880
SWC1007,2880,4320
SWC1007,4320,0
SWC1007,4320,1440
SWC1007,4320,2880
SWC1007,4320,4320
SWC1007,5760,0
SWC1007,5760,1440
SWC1007,5760,2880
SWC1007,5760,4320
SWC1007,7200,0
SWC1007,7200,1440
SWC1007,7200,2880
SWC1007,7200,4320
SWC0588,0,0
SWC0588,0,1440
SWC0588,0,2880
SWC0588,0,4320
SWC0588,1440,0
SWC0588,1440,1440
SWC0588,1440,2880
SWC0588,1440,4320
SWC0588,2880,0
SWC0588,2880,1440
SWC0588,2880,2880
SWC0588,2880,4320
SWC0588,4320,0
SWC0588,4320,1440
SWC0588,4320,2880
SWC0588,4320,4320
SWC0588,5760,0
SWC0588,5760,1440
SWC0588,5760,2880
SWC0588,5760,4320
SWC0588,7200,0
SWC0588,7200,1440
SWC0588,7200,2880
SWC0588,7200,4320
SWC1635,0,0
SWC1635,0,1440
SWC1635,0,2880
SWC1635,0,4320
SWC1635,1440,0
SWC1635,1440,1440
SWC1635,1440,2880
SWC1635,1440,4320
SWC1635,2880,0
SWC1635,2880,1440
SWC1635,2880,2880
SWC1635,2880,4320
SWC1635,4320,0
SWC1635,4320,1440
SWC1635,4320,2880
SWC1635,4320,4320
SWC1635,5760,0
SWC1635,5760,1440
SWC1635,5760,2880
SWC1635,5760,4320
SWC1635,7200,0
SWC1635,7200,1440
SWC1635,7200,2880
SWC1635,7200,4320
SWC1226,0,0
SWC1226,0,1440
SWC1226,0,2880
SWC1226,0,4320
SWC1226,1440,0
SWC1226,1440,1440
SWC1226,1440,2880
SWC1226,1440,4320
SWC1226,2880,0
SWC1226,2880,1440
SWC1226,2880,2880
SWC1226,2880,4320
SWC1226,4320,0
SWC1226,4320,1440
SWC1226,4320,2880
SWC1226,4320,4320
SWC1226,5760,0
SWC1226,5760,1440
SWC1226,5760,2880
SWC1226,5760,4320
SWC1226,7200,0
SWC1226,7200,1440
SWC1226,7200,2880
SWC1226,7200,4320
SWC0817,0,0
SWC0817,0,1440
SWC0817,0,2880
SWC0817,0,4320
SWC0817,1440,0
SWC0817,1440,1440
SWC0817,1440,2880
SWC0817,1440,4320
SWC0817,2880,0
SWC0817,2880,1440
SWC0817,2880,2880
SWC0817,2880,4320
SWC0817,4320,0
SWC0817,4320,1440
SWC0817,4320,2880
SWC0817,4320,4320
SWC0817,5760,0
SWC0817,5760,1440
SWC0817,5760,2880
SWC0817,5760,4320
SWC0817,7200,0
SWC0817,7200,1440
SWC0817,7200,2880
SWC0817,7200,4320
SWC0563,0,0
SWC0563,0,1440
SWC0563,0,2880
SWC0563,0,4320
SWC0563,1440,0
SWC0563,1440,1440
SWC0563,1440,2880
SWC0563,1440,4320
SWC0563,2880,0
SWC0563,2880,1440
SWC0563,2880,2880
SWC0563,2880,4320
SWC0563,4320,0
SWC0563,4320,1440
SWC0563,4320,2880
SWC0563,4320,4320
SWC0563,5760,0
SWC0563,5760,1440
SWC0563,5760,2880
SWC0563,5760,4320
SWC0563,7200,0
SWC0563,7200,1440
SWC0563,7200,2880
SWC0563,7200,4320
SWC1599,0,0
SWC1599,0,1440
SWC1599,0,2880
SWC1599,0,4320
SWC1599,1440,0
SWC1599,1440,1440
SWC1599,1440,2880
SWC1599,1440,4320
SWC1599,2880,0
SWC1599,2880,1440
SWC1599,2880,2880
SWC1599,2880,4320
SWC1599,4320,0
SWC1599,4320,1440
SWC1599,4320,2880
SWC1599,4320,4320
SWC1599,5760,0
SWC1599,5760,1440
SWC1599,5760,2880
SWC1599,5760,4320
SWC1599,7200,0
SWC1599,7200,1440
SWC1599,7200,2880
SWC1599,7200,4320
SWC1363,0,0
SWC1363,0,1440
SWC1363,0,2880
SWC1363,0,4320
SWC1363,1440,0
SWC1363,1440,1440
SWC1363,1440,2880
SWC1363,1440,4320
SWC1363,2880,0
SWC1363,2880,1440
SWC1363,2880,2880
SWC1363,2880,4320
SWC1363,4320,0
SWC1363,4320,1440
SWC1363,4320,4320
SWC1363,5760,0
SWC1363,5760,1440
SWC1363,5760,2880
SWC1363,5760,4320
SWC1363,7200,0
SWC1363,7200,1440
SWC1363,7200,2880
SWC1363,7200,4320
SWC1113,0,0
SWC1113,0,1440
SWC1113,0,2880
SWC1113,0,4320
SWC1113,1440,0
SWC1113,1440,1440
SWC1113,1440,2880
SWC1113,1440,4320
SWC1113,2880,0
SWC1113,2880,1440
SWC1113,2880,2880
SWC1113,2880,4320
SWC1113,4320,0
SWC1113,4320,1440
SWC1113,4320,2880
SWC1113,4320,4320
SWC1113,5760,0
SWC1113,5760,1440
SWC1113,5760,2880
SWC1113,5760,4320
SWC1113,7200,0
SWC1113,7200,1440
SWC1113,7200,2880
SWC1113,7200,4320
SWC1522,0,0
SWC1522,0,1440
SWC1522,0,2880
SWC1522,0,4320
SWC1522,1440,0
SWC1522,1440,1440
SWC1522,1440,2880
SWC1522,1440,4320
SWC1522,2880,0
SWC1522,2880,1440
SWC1522,2880,2880
SWC1522,2880,4320
SWC1522,4320,0
SWC1522,4320,1440
SWC1522,4320,2880
SWC1522,4320,4320
SWC1522,5760,0
SWC1522,5760,1440
SWC1522,5760,2880
SWC1522,5760,4320
SWC1522,7200,0
SWC1522,7200,1440
SWC1522,7200,2880
SWC1522,7200,4320
SWC0573,0,0
SWC0573,0,1440
SWC0573,0,2880
SWC0573,0,4320
SWC0573,1440,0
SWC0573,1440,1440
SWC0573,1440,2880
SWC0573,1440,4320
SWC0573,2880,0
SWC0573,2880,1440
SWC0573,2880,2880
SWC0573,2880,4320
SWC0573,4320,0
SWC0573,4320,1440
SWC0573,4320,2880
SWC0573,4320,4320
SWC0573,5760,0
SWC0573,5760,1440
SWC0573,5760,2880
SWC0573,5760,4320
SWC0573,7200,0
SWC0573,7200,1440
SWC0573,7200,2880
SWC0573,7200,4320
SWC1014,0,0
SWC1014,0,1440
SWC1014,0,2880
SWC1014,0,4320
SWC1014,1440,0
SWC1014,1440,1440
SWC1014,1440,2880
SWC1014,1440,4320
SWC1014,2880,0
SWC1014,2880,1440
SWC1014,2880,2880
SWC1014,2880,4320
SWC1014,4320,0
SWC1014,4320,1440
SWC1014,4320,2880
SWC1014,4320,4320
SWC1014,5760,0
SWC1014,5760,1440
SWC1014,5760,2880
SWC1014,5760,4320
SWC1014,7200,0
SWC1014,7200,1440
SWC1014,7200,2880
SWC1014,7200,4320
SWC0931,0,0
SWC0931,0,1440
SWC0931,0,2880
SWC0931,0,4320
SWC0931,1440,0
SWC0931,1440,1440
SWC0931,1440,2880
SWC0931,1440,4320
SWC0931,2880,0
SWC0931,2880,1440
SWC0931,2880,2880
SWC0931,2880,4320
SWC0931,4320,0
SWC0931,4320,1440
SWC0931,4320,2880
SWC0931,4320,4320
SWC0931,5760,0
SWC0931,5760,1440
SWC0931,5760,2880
SWC0931,5760,4320
SWC0931,7200,0
SWC0931,7200,1440
SWC0931,7200,2880
SWC0931,7200,4320
SWC0660,0,0
SWC0660,0,1440
SWC0660,0,2880
SWC0660,0,4320
SWC0660,1440,0
SWC0660,1440,1440
SWC0660,1440,2880
SWC0660,1440,4320
SWC0660,2880,0
SWC0660,2880,1440
SWC0660,2880,2880
SWC0660,2880,4320
SWC0660,4320,0
SWC0660,4320,1440
SWC0660,4320,2880
SWC0660,4320,4320
SWC0660,5760,0
SWC0660,5760,1440
SWC0660,5760,2880
SWC0660,5760,4320
SWC0660,7200,0
SWC0660,7200,1440
SWC0660,7200,2880
SWC0660,7200,4320
SWC1536,0,0
SWC1536,0,1440
SWC1536,0,2880
SWC1536,0,4320
SWC1536,1440,0
SWC1536,1440,1440
SWC1536,1440,2880
SWC1536,1440,4320
SWC1536,2880,0
SWC1536,2880,1440
SWC1536,2880,2880
SWC1536,2880,4320
SWC1536,4320,0
SWC1536,4320,1440
SWC1536,4320,2880
SWC1536,4320,4320
SWC1536,5760,0
SWC1536,5760,1440
SWC1536,5760,2880
SWC1536,5760,4320
SWC1536,7200,0
SWC1536,7200,1440
SWC1536,7200,2880
SWC1536,7200,4320
SWC1179,0,0
SWC1179,0,1440
SWC1179,0,2880
SWC1179,0,4320
SWC1179,1440,0
SWC1179,1440,1440
SWC1179,1440,2880
SWC1179,1440,4320
SWC1179,2880,0
SWC1179,2880,1440
SWC1179,2880,2880
SWC1179,2880,4320
SWC1179,4320,0
SWC1179,4320,1440
SWC1179,4320,2880
SWC1179,4320,4320
SWC1179,5760,0
SWC1179,5760,1440
SWC1179,5760,2880
SWC1179,5760,4320
SWC1179,7200,0
SWC1179,7200,1440
SWC1179,7200,2880
SWC1179,7200,4320
SWC0024,0,0
SWC0024,0,1440
SWC0024,0,2880
SWC0024,0,4320
SWC0024,1440,0
SWC0024,1440,1440
SWC0024,1440,2880
SWC0024,1440,4320
SWC0024,2880,0
SWC0024,2880,1440
SWC0024,2880,2880
SWC0024,2880,4320
SWC0024,4320,0
SWC0024,4320,1440
SWC0024,4320,2880
SWC0024,4320,4320
SWC0024,5760,0
SWC0024,5760,1440
SWC0024,5760,2880
SWC0024,5760,4320
SWC0024,7200,0
SWC0024,7200,1440
SWC0024,7200,2880
SWC0024,7200,4320
SWC1006,0,0
SWC1006,0,1440
SWC1006,0,2880
SWC1006,0,4320
SWC1006,1440,0
SWC1006,1440,1440
SWC1006,1440,2880
SWC1006,1440,4320
SWC1006,2880,0
SWC1006,2880,1440
SWC1006,2880,2880
SWC1006,2880,4320
SWC1006,4320,0
SWC1006,4320,1440
SWC1006,4320,2880
SWC1006,4320,4320
SWC1006,5760,0
SWC1006,5760,1440
SWC1006,5760,2880
SWC1006,5760,4320
SWC1006,7200,0
SWC1006,7200,1440
SWC1006,7200,2880
SWC1006,7200,4320
SWC0033,0,0
SWC0033,0,1440
SWC0033,0,2880
SWC0033,0,4320
SWC0033,1440,0
SWC0033,1440,1440
SWC0033,1440,2880
SWC0033,1440,4320
SWC0033,2880,0
SWC0033,2880,1440
SWC0033,2880,2880
SWC0033,2880,4320
SWC0033,4320,0
SWC0033,4320,1440
SWC0033,4320,2880
SWC0033,4320,4320
SWC0033,5760,0
SWC0033,5760,1440
SWC0033,5760,2880
SWC0033,5760,4320
SWC0033,7200,0
SWC0033,7200,1440
SWC0033,7200,2880
SWC0033,7200,4320
SWC1543,0,0
SWC1543,0,4320
SWC1543,1440,0
SWC1543,1440,1440
SWC1543,1440,2880
SWC1543,1440,4320
SWC1543,2880,0
SWC1543,2880,1440
SWC1543,2880,2880
SWC1543,2880,4320
SWC1543,4320,0
SWC1543,4320,1440
SWC1543,4320,2880
SWC1543,4320,4320
SWC1543,5760,0
SWC1543,5760,1440
SWC1543,5760,2880
SWC1543,5760,4320
SWC1543,7200,0
SWC1543,7200,1440
SWC1543,7200,2880
SWC1543,7200,4320
SWC0301,0,0
SWC0301,0,1440
SWC0301,0,2880
SWC0301,0,4320
SWC0301,1440,0
SWC0301,1440,1440
SWC0301,1440,2880
SWC0301,1440,4320
SWC0301,2880,0
SWC0301,2880,1440
SWC0301,2880,2880
SWC0301,2880,4320
SWC0301,4320,0
SWC0301,4320,1440
SWC0301,4320,2880
SWC0301,4320,4320
SWC0301,5760,0
SWC0301,5760,1440
SWC0301,5760,2880
SWC0301,5760,4320
SWC0301,7200,0
SWC0301,7200,1440
SWC0301,7200,2880
SWC0301,7200,4320
SWC1654,0,0
SWC1654,0,1440
SWC1654,0,2880
SWC1654,0,4320
SWC1654,1440,0
SWC1654,1440,1440
SWC1654,1440,2880
SWC1654,1440,4320
SWC1654,2880,0
SWC1654,2880,1440
SWC1654,2880,2880
SWC1654,2880,4320
SWC1654,4320,0
SWC1654,4320,1440
SWC1654,4320,2880
SWC1654,4320,4320
SWC1654,5760,0
SWC1654,5760,2880
SWC1654,5760,4320
SWC1654,7200,0
SWC1654,7200,1440
SWC1654,7200,2880
SWC1654,7200,4320
SWC1521,0,0
SWC1521,0,1440
SWC1521,0,2880
SWC1521,0,4320
SWC1521,1440,0
SWC1521,1440,1440
SWC1521,1440,2880
SWC1521,1440,4320
SWC1521,2880,0
SWC1521,2880,1440
SWC1521,2880,2880
SWC1521,2880,4320
SWC1521,4320,0
SWC1521,4320,1440
SWC1521,4320,2880
SWC1521,4320,4320
SWC1521,5760,0
SWC1521,5760,1440
SWC1521,5760,2880
SWC1521,5760,4320
SWC1521,7200,0
SWC1521,7200,1440
SWC1521,7200,2880
SWC1521,7200,4320
SWC0855,0,0
SWC0855,0,1440
SWC0855,0,2880
SWC0855,0,4320
SWC0855,1440,0
SWC0855,1440,1440
SWC0855,1440,2880
SWC0855,1440,4320
SWC0855,2880,0
SWC0855,2880,1440
SWC0855,2880,2880
SWC0855,2880,4320
SWC0855,4320,0
SWC0855,4320,1440
SWC0855,4320,2880
SWC0855,4320,4320
SWC0855,5760,0
SWC0855,5760,1440
SWC0855,5760,2880
SWC0855,5760,4320
SWC0855,7200,0
SWC0855,7200,1440
SWC0855,7200,2880
SWC0855,7200,4320
SWC0163,0,0
SWC0163,0,1440
SWC0163,0,2880
SWC0163,0,4320
SWC0163,1440,0
SWC0163,1440,1440
SWC0163,1440,2880
SWC0163,1440,4320
SWC0163,2880,0
SWC0163,2880,1440
SWC0163,2880,2880
SWC0163,2880,4320
SWC0163,4320,0
SWC0163,4320,1440
SWC0163,4320,2880
SWC0163,4320,4320
SWC0163,5760,0
SWC0163,5760,1440
SWC0163,5760,2880
SWC0163,5760,4320
SWC0163,7200,0
SWC0163,7200,1440
SWC0163,7200,2880
SWC0163,7200,4320
SWC0595,0,0
SWC0595,0,1440
SWC0595,0,2880
SWC0595,0,4320
SWC0595,1440,0
SWC0595,1440,1440
SWC0595,1440,2880
SWC0595,1440,4320
SWC0595,2880,0
SWC0595,2880,1440
SWC0595,2880,2880
SWC0595,2880,4320
SWC0595,4320,0
SWC0595,4320,1440
SWC0595,4320,2880
SWC0595,4320,4320
SWC0595,5760,0
SWC0595,5760,1440
SWC0595,5760,2880
SWC0595,5760,4320
SWC0595,7200,0
SWC0595,7200,1440
SWC0595,7200,2880
SWC0595,7200,4320
SWC0641,0,0
SWC0641,0,1440
SWC0641,0,2880
SWC0641,0,4320
SWC0641,1440,0
SWC0641,1440,1440
SWC0641,1440,2880
SWC0641,1440,4320
SWC0641,2880,0
SWC0641,2880,1440
SWC0641,2880,2880
SWC0641,2880,4320
SWC0641,4320,0
SWC0641,4320,1440
SWC0641,4320,2880
SWC0641,4320,4320
SWC0641,5760,0
SWC0641,5760,1440
SWC0641,5760,2880
SWC0641,5760,4320
SWC0641,7200,0
SWC0641,7200,1440
SWC0641,7200,2880
SWC0641,7200,4320
SWC0889,0,0
SWC0889,0,1440
SWC0889,0,2880
SWC0889,0,4320
SWC0889,1440,0
SWC0889,1440,1440
SWC0889,1440,2880
SWC0889,1440,4320
SWC0889,2880,0
SWC0889,2880,1440
SWC0889,2880,2880
SWC0889,2880,4320
SWC0889,4320,0
SWC0889,4320,1440
SWC0889,4320,2880
SWC0889,4320,4320
SWC0889,5760,0
