,image_name,xcoord,ycoord
1622,SWC0116,5437.222504,1878.3226510000002
1625,SWC0116,3710.534392,4647.417627000001
1626,SWC0116,5145.893473,3299.996975
1627,SWC0116,4567.745387,4430.1775609999995
1630,SWC0116,6140.943518,1929.013195
1637,SWC0116,6390.705298,2763.809824
1641,SWC0116,7285.169192,3229.570945
1706,SWC0129,1519.696379,1235.232853
1707,SWC0129,1321.5584470000001,289.6511169
1708,SWC0129,1491.175,1949.146163
1710,SWC0129,1671.924642,2551.69425
1713,SWC0129,1655.393084,4580.54364
1715,SWC0129,356.2964213,4794.816211
1717,SWC0129,2553.176527,2268.957851
1718,SWC0129,3356.950919,4405.974845000001
1719,SWC0129,4603.925177,1049.267261
1720,SWC0129,4021.0725770000004,774.0118774
1721,SWC0129,5421.012787,1965.2752460000002
1743,SWC0129,6051.466756,2139.9324239999996
1744,SWC0129,5804.999374,1887.7206449999999
1745,SWC0129,6348.878337,2059.596054
1747,SWC0129,5730.652624,1747.418677
1749,SWC0129,6314.914879999999,3902.329179
2043,SWC0142,105.282922,504.1932983
2044,SWC0142,1508.749137,1152.553866
2045,SWC0142,1726.1268469999998,1308.7143640000002
2047,SWC0142,1703.02583,222.63645630000002
2048,SWC0142,643.761043,801.6159667999999
2050,SWC0142,3293.9879149999997,595.9069946000001
2052,SWC0142,1941.32538,1112.6015300000001
2055,SWC0142,3144.430676,359.353064
2059,SWC0142,3376.414307,2694.5304260000003
2062,SWC0142,2325.688642,2950.724296
2063,SWC0142,3481.744843,2026.643784
2064,SWC0142,3149.38303,2475.364432
2065,SWC0142,3249.7474190000003,2613.821917
2066,SWC0142,3100.90211,2034.0663350000002
2067,SWC0142,3344.7316690000002,4184.101557
2069,SWC0142,2513.050856,3558.668199
2074,SWC0142,4204.904396,2370.93158
2075,SWC0142,3974.085032,2598.816536
2080,SWC0142,5146.476286,2824.5938149999997
2081,SWC0142,4715.608085,3383.023225
2082,SWC0142,5424.117163,4856.959375
2083,SWC0142,5800.87593,241.71542769999996
2084,SWC0142,6184.874385,1351.611967
2085,SWC0142,6601.093468,591.3191716
2086,SWC0142,5991.485085,986.7659992999999
2087,SWC0142,6166.281167,1080.3840890000001
2089,SWC0142,5577.542533,2235.223027
2093,SWC0142,6193.420889999999,1814.616184
2094,SWC0142,6784.590503,3216.322884
2095,SWC0142,6341.059499,3204.6969710000003
2096,SWC0142,6864.455021,1824.02806
2097,SWC0142,6232.964534000001,2354.8517460000003
2099,SWC0142,5880.738814,2065.7786300000002
2100,SWC0142,5565.541539,4185.73308
2101,SWC0142,6622.665202,4798.248223
2102,SWC0142,6967.385473,3412.1028439999995
2197,SWC0156,730.438326,320.9690674
2198,SWC0156,1694.693384,1190.141439
2199,SWC0156,3402.4373450000003,565.9032593
2200,SWC0156,3031.2994710000003,240.97500409999998
2201,SWC0156,3114.043302,684.8292277
2202,SWC0156,3216.721908,211.2715749
2203,SWC0156,5072.335458,878.8132586000002
2204,SWC0156,4701.311131,828.4979248
2205,SWC0156,4292.285444,53.8933051
2206,SWC0156,4067.131266,701.2421926
2207,SWC0156,5352.079119,802.168226
2212,SWC0156,7246.72862,1573.880005
2221,SWC0156,6876.486093,2207.433589
2230,SWC0156,7288.360826,1721.6678969999998
2372,SWC0171,1667.12146,1714.0226089999999
2373,SWC0171,1156.065412,4037.428545
2382,SWC0174,254.5018582,1196.370049
2383,SWC0174,32.53597546,1318.842804
2542,SWC0180,34.09131018,1530.04071
2543,SWC0180,1654.5887369999998,784.345044
2544,SWC0180,1714.312055,1248.874852
2548,SWC0180,603.0428702,2121.990727
2555,SWC0180,586.8501456,4514.67715
2556,SWC0180,1928.980997,1491.97195
2559,SWC0180,2305.486596,1213.744986
2562,SWC0180,1967.9691850000002,2600.046154
2563,SWC0180,3858.5315200000005,1921.324588
2564,SWC0180,6251.510295,2160.765149
2565,SWC0180,6069.339478,2945.806575
2567,SWC0180,5834.867349,1948.1760800000002
2569,SWC0180,5780.6585939999995,2538.205466
2570,SWC0180,5843.428672999999,3309.364302
2571,SWC0180,7293.976156000001,3539.27258
2695,SWC0189,4874.981126,144.7562444
2696,SWC0189,5826.03428,1109.6641359999999
2975,SWC0197,1693.159646,584.0985522000001
2976,SWC0197,1498.127563,145.3687439
2979,SWC0197,3448.183002,308.0498352
2980,SWC0197,3621.9373979999996,66.80028502
2981,SWC0197,4398.849752,276.2850138
2982,SWC0197,4513.2668619999995,2314.03565
2983,SWC0197,3693.900125,2060.8775760000003
2991,SWC0197,7002.134591,2623.177359
3000,SWC0197,7214.865941,4104.468153
3003,SWC0197,7210.6558430000005,3373.365886
3004,SWC0197,7340.114136,3993.834357
3005,SWC0197,6975.070613,4837.099093
3060,SWC0199,4304.428629999999,3203.359687
3061,SWC0199,5454.573469,3874.634565
3062,SWC0199,6810.188249,983.0088094
3063,SWC0199,5652.175455,1403.243705
3064,SWC0199,7317.018273000001,1549.405292
3065,SWC0199,6681.124597,4775.912439
3066,SWC0200,272.96306360000005,2238.162788
3067,SWC0200,3163.488395,3669.144086
3068,SWC0200,5873.773563000001,1666.483974
3181,SWC0204,4036.245486,4447.305518
3223,SWC0209,457.5838318,396.2785577
3225,SWC0209,1153.309544,1150.57176
3231,SWC0209,7.4362493039999995,3426.5440369999997
3232,SWC0209,3193.781052,1651.602291
3349,SWC0211,1007.938493,633.9529989
3350,SWC0211,947.8106733,886.3664288999998
3353,SWC0211,1526.2860460000002,128.2320033
3354,SWC0211,1257.658125,1203.218593
3356,SWC0211,1023.109358,2118.1782120000003
3358,SWC0211,92.14554036,1922.084446
3359,SWC0211,820.823291,2314.573149
3361,SWC0211,1496.564305,4270.392879999999
3362,SWC0211,591.4570272000001,3477.972963
3364,SWC0211,367.901825,3603.4725710000002
3365,SWC0211,280.6862142,3407.0438369999997
3367,SWC0211,1733.375932,4770.866454999999
3369,SWC0211,1270.380476,4482.1897149999995
3370,SWC0211,669.9916992000001,4112.085305
3371,SWC0211,366.9487566,4550.041957
3372,SWC0211,17.41518993,4728.822998
3373,SWC0211,88.49491374,4899.596863000001
3374,SWC0211,20.14882319,4301.335746
3399,SWC0211,1930.3355370000002,904.2110988
3409,SWC0211,2462.721273,3847.4594030000003
3410,SWC0211,2882.345455,3814.7407689999995
3412,SWC0211,3531.102393,4800.99611
3413,SWC0211,3463.3412350000003,4521.83256
3418,SWC0211,3641.0122509999997,4204.3544759999995
3422,SWC0211,2660.143865,3622.730072
3423,SWC0211,4680.174389,1246.7212789999999
3424,SWC0211,4098.7051,980.1093804999999
3425,SWC0211,4821.087579999999,722.0222834
3431,SWC0211,4977.611389,550.8822693
3437,SWC0211,3821.2457159999994,3251.1540219999997
3441,SWC0211,5052.699707,2783.7554440000004
3443,SWC0211,5330.545679999999,3981.8276539999997
3444,SWC0211,3698.9989189999997,3644.2154179999998
3446,SWC0211,3803.703846,3989.955922
3453,SWC0211,6288.833613000001,844.7515071
3455,SWC0211,6177.305145,2604.6614640000003
3456,SWC0211,6086.450399,1902.325757
3457,SWC0211,6577.217232999999,2407.321516
3460,SWC0211,6433.516262,2317.9683489999998
3461,SWC0211,6266.69261,2245.849976
3464,SWC0211,6057.111106,3314.859052
3504,SWC0215,1773.266846,4770.988251
3507,SWC0215,1906.375658,504.9893768
3508,SWC0215,2529.537004,68.16526616
3509,SWC0215,1890.57113,1159.381217
3512,SWC0215,3235.778293,866.7572971000001
3514,SWC0215,2562.802381,568.8251038
3517,SWC0215,3465.3509759999997,1741.1629489999998
3518,SWC0215,3037.5125980000003,2473.808223
3519,SWC0215,3543.577911,2159.1518170000004
3522,SWC0215,4145.17637,1300.964262
3523,SWC0215,3828.6297600000003,1201.5945359999998
3524,SWC0215,4290.268968,619.4915807
3527,SWC0215,5069.269783,1439.736149
3528,SWC0215,5323.217586,1188.986751
3529,SWC0215,3721.139475,1533.127035
3530,SWC0215,4398.487606000001,385.71936039999997
3533,SWC0215,4448.813622,1704.692036
3534,SWC0215,4298.599998,1881.5490129999998
3536,SWC0215,4065.60095,2732.043213
3537,SWC0215,4364.303105,2244.4772989999997
3538,SWC0215,4244.477417,1653.8937349999999
3539,SWC0215,4659.243634,1983.645266
3540,SWC0215,4961.826351,2330.2657710000003
3541,SWC0215,3771.535955,2144.6424079999997
3543,SWC0215,5004.092301,2587.558297
3544,SWC0215,4183.2622759999995,2617.0291859999998
3546,SWC0215,4379.21386,3429.873294
3547,SWC0215,4199.238953,3299.741816
3548,SWC0215,5689.804158,370.1484549
3549,SWC0215,6226.733935,241.14490730000003
3550,SWC0215,5676.592619,595.5512216
3551,SWC0215,6049.631195,350.62283110000004
3552,SWC0215,5972.997968,2878.164052
3553,SWC0215,6484.796117,3038.386607
3554,SWC0215,6287.890823,3118.5026550000002
3555,SWC0215,5892.87162,2513.437388
3556,SWC0215,6161.880547,1724.8546820000001
3557,SWC0215,5582.239374,3069.832672
3558,SWC0215,5544.735921,1927.866595
3559,SWC0215,5805.083193,2322.864471
3560,SWC0215,5688.783145,2036.8034969999999
3561,SWC0215,6628.838353,3741.0070119999996
3562,SWC0215,5995.613486,4732.059863
3563,SWC0215,6464.295236999999,3636.7615939999996
3669,SWC0219,1098.143075,1248.387134
3670,SWC0219,341.02324760000005,250.05159669999998
3671,SWC0219,1752.3626809999998,414.7823613
3672,SWC0219,927.7672903999999,239.38193080000002
3673,SWC0219,1361.3325109999998,1203.146265
3674,SWC0219,127.62943270000001,346.9152222
3675,SWC0219,623.4076579,2116.58575
3677,SWC0219,435.08213499999994,2165.650981
3679,SWC0219,801.2343421,4296.346703
3680,SWC0219,2896.497838,2894.472281
3681,SWC0219,3171.494673,2463.7871920000002
3682,SWC0219,3760.6705090000005,3896.9757280000003
3684,SWC0219,4383.671711999999,3354.2497940000003
3686,SWC0219,6256.9253579999995,609.0972697000001
3687,SWC0219,6211.941488,873.4921875
3688,SWC0219,7269.129486,475.51833339999996
3693,SWC0219,6702.547458,4380.6962619999995
3694,SWC0219,6941.101981,4614.331334
3695,SWC0219,7294.441706999999,3767.3849229999996
3756,SWC0221,1596.826411,1454.531132
3759,SWC0221,949.2496171,1660.676402
3760,SWC0221,182.4663105,2247.923386
3761,SWC0221,784.4045149,1882.617203
3762,SWC0221,1134.977382,3795.0778119999995
3763,SWC0221,3460.9234450000004,1254.913077
3764,SWC0221,2917.337341,464.4679348
3765,SWC0221,3181.480509,694.1322632
3768,SWC0221,2303.127637,4186.40304
3769,SWC0222,1739.953266,1281.933246
3770,SWC0222,1604.5167609999999,1568.202806
3771,SWC0222,1797.649527,1435.349628
3772,SWC0222,975.5525033,891.4958234999999
3773,SWC0222,962.1049107000001,226.97733309999998
3774,SWC0222,1002.3827960000001,2554.930819
3775,SWC0222,455.0072937,3036.09089
3776,SWC0222,1882.3722260000002,1857.3817739999997
3777,SWC0222,2028.228562,1663.5301240000001
3779,SWC0222,4571.421096,2493.195716
3780,SWC0222,4212.5045119999995,1971.757518
3781,SWC0222,4409.51947,2441.9289510000003
3783,SWC0222,3739.9754380000004,3922.453936
3784,SWC0222,6957.662684999999,1606.3191789999998
3913,SWC0232,2513.986053,4503.504578
3914,SWC0232,2509.068481,4260.355371
3915,SWC0232,3295.484579,3610.6104530000002
3916,SWC0232,4119.61895,3651.356157
3917,SWC0232,4647.133245,4345.671875
3919,SWC0232,6639.801786,4123.498399
3921,SWC0234,659.2274891,4825.556607
3922,SWC0234,3494.274463,1400.411511
3923,SWC0234,3183.604703,3167.396729
3926,SWC0234,5580.365132,2732.202563
3946,SWC0238,986.5360063999999,2454.482291
3948,SWC0238,1061.6934210000002,3366.1682020000003
3951,SWC0238,3523.702214,3193.7173510000002
3952,SWC0238,2028.5329149999998,4018.001382
3953,SWC0238,2113.757749,3772.833277
3954,SWC0238,2466.6066690000002,4334.760997
3955,SWC0238,3542.273153,4582.8807369999995
3956,SWC0238,2969.21428,4517.825177000001
3957,SWC0238,5067.840472999999,122.38017269999999
3958,SWC0238,5137.063633,1099.5564140000001
3959,SWC0238,5221.086696,2439.729948
3960,SWC0238,4881.45212,2339.906696
3961,SWC0238,4717.079817,3077.352661
3962,SWC0238,5374.96752,2561.16313
3963,SWC0238,4909.697331,2657.622934
3964,SWC0238,5068.005951,2806.4696050000002
3966,SWC0238,4743.232245,2719.580444
3967,SWC0238,5009.1100670000005,3983.004167
3969,SWC0238,5313.078939,3588.945349
3970,SWC0238,4915.122778,4115.079012
3971,SWC0238,5051.5570960000005,4459.223494
3972,SWC0238,5176.00529,3783.698376
3974,SWC0238,4288.275766,3288.192338
3977,SWC0238,6339.220625,1476.604719
3978,SWC0238,7133.986023,477.26450889999995
3981,SWC0238,5814.779635,3183.914254
3982,SWC0238,6735.693018000001,3074.158512
3983,SWC0238,5919.392776,2881.8133629999998
3985,SWC0238,6051.201414,1908.615757
3986,SWC0238,6247.482817,3074.17985
3987,SWC0238,5820.215452,2076.380651
3988,SWC0238,6440.168854,2507.9666039999997
3989,SWC0238,5790.749398,2590.455693
3990,SWC0238,6244.544465999999,1851.309246
3991,SWC0238,5667.937719,4877.907552000001
3992,SWC0238,6222.051021,4662.598446
3993,SWC0238,6233.908936,4353.421204
3994,SWC0238,5998.421086,4779.605329
3995,SWC0238,6767.852131999999,3300.546742
3996,SWC0238,6373.164734,4661.762532
3997,SWC0238,5644.7807219999995,4562.4393549999995
3998,SWC0238,5886.386185,3546.3438619999997
4047,SWC0240,1311.157948,1103.529241
4048,SWC0240,1660.423654,646.0914481000001
4049,SWC0240,961.5328206,842.8955322
4051,SWC0240,1077.408983,1777.3487030000001
4052,SWC0240,1166.3601820000001,1893.5324699999999
4053,SWC0240,932.1392541000001,1669.539167
4054,SWC0240,1311.874323,1840.066792
4055,SWC0240,13.08809175,1824.349479
4056,SWC0240,1196.820749,3424.941263
4057,SWC0240,2249.492183,895.4112069
4058,SWC0240,2661.77761,827.3004717
4060,SWC0240,1937.8315129999999,828.3588693
4066,SWC0240,2466.872031,1412.0136539999999
4067,SWC0240,2812.828486,750.5044389
4069,SWC0240,3490.178946,201.0806016
4074,SWC0240,2893.8226059999997,2202.2666710000003
4082,SWC0240,2986.272963,4889.2266979999995
4083,SWC0240,4178.413975,1452.466602
4084,SWC0240,4905.802944,1460.145708
4085,SWC0240,3892.7643789999997,496.5253143
4086,SWC0240,5388.331233,790.9568622
4087,SWC0240,7086.611244,724.0494008999999
4088,SWC0240,5701.5983,1258.620239
4089,SWC0241,5160.784302,220.9515264
4092,SWC0241,5157.019642,3566.083047
4093,SWC0241,5598.4381539999995,2514.7306989999997
4094,SWC0241,5864.953102,2643.199224
4095,SWC0241,5653.758395000001,2696.229727
4098,SWC0244,896.6885114,4103.706273
4101,SWC0244,2361.081414,4573.915053
4102,SWC0244,4108.6422219999995,989.2658995999999
4103,SWC0244,4986.738434000001,1599.338644
4104,SWC0244,5427.924886,175.35201519999998
4105,SWC0244,5223.404022,1472.136017
4106,SWC0244,3896.690366,921.6036255000001
4113,SWC0244,4410.189897,4782.328568999999
4114,SWC0244,5633.195126,347.6842628
4115,SWC0244,7264.202497,556.7923497
4116,SWC0244,6257.696733,772.934432
4117,SWC0245,362.88837889999996,321.7145202
4118,SWC0245,572.2005005,3095.682912
4119,SWC0245,1293.248939,2573.8022739999997
4120,SWC0245,1123.730454,2935.177475
4145,SWC0248,1644.837602,1141.764615
4146,SWC0248,1800.327737,390.64779389999995
4147,SWC0248,1789.8225710000002,827.6328735000001
4148,SWC0248,1438.180331,1607.005882
4149,SWC0248,1553.522942,3118.569063
4150,SWC0248,867.2617759999999,2525.171188
4152,SWC0248,1058.421398,2702.128429
4153,SWC0248,1396.276803,1907.3919899999999
4157,SWC0248,2639.1004989999997,1526.067749
4158,SWC0248,2330.235077,1521.220825
4159,SWC0248,2055.39105,1077.458609
4162,SWC0248,2369.608624,1068.387461
4165,SWC0248,2245.856593,494.1705983
4166,SWC0248,2330.804056,1741.138211
4167,SWC0248,2558.154437,1657.8046570000001
4172,SWC0248,5139.053414,594.1719272999999
4173,SWC0248,5473.248667,373.51594289999997
4174,SWC0248,5228.28217,305.2015733
4238,SWC0262,715.0547652,1171.169239
4239,SWC0262,88.33469327,259.1330655
4240,SWC0262,1208.307821,1025.7216019999998
4243,SWC0262,267.63493819999997,62.99206161
4244,SWC0262,745.432697,125.26131609999999
4245,SWC0262,1404.815601,672.0072673
4246,SWC0262,1656.40695,453.98164060000005
4247,SWC0262,544.8304825,555.5088806
4249,SWC0262,807.5616583,3344.073875
4250,SWC0262,2495.075759,562.9409883999999
4251,SWC0262,1912.449815,1060.465288
4252,SWC0262,4290.821158,2676.244854
4255,SWC0262,7334.245277,2368.706534
4256,SWC0262,6779.666664,2724.994911
4257,SWC0262,7017.344983,4143.078464
4259,SWC0262,6403.1546100000005,4796.661377
4261,SWC0262,7015.527775,4366.812817
4262,SWC0262,6923.103295999999,4898.342772999999
4265,SWC0262,6583.249707,4264.544868999999
4266,SWC0262,6187.759273,4616.067871
4267,SWC0262,5584.71517,4041.1133520000003
4269,SWC0262,5728.098779999999,4009.8349810000004
4273,SWC0266,191.0570183,1922.443921
4274,SWC0266,1040.013037,3891.831189
4275,SWC0266,1493.992383,4082.6380659999995
4276,SWC0266,164.602239,4148.852511
4277,SWC0266,822.9193237000001,4708.838110000001
4278,SWC0266,1819.4271239999998,4141.350782
4279,SWC0266,951.2330688999999,4427.071924
4280,SWC0266,2439.810389,1620.38322
4281,SWC0266,2533.7910859999997,651.2660992000001
4282,SWC0266,2020.695155,371.54774480000003
4283,SWC0266,2359.4978920000003,1231.739108
4284,SWC0266,2575.386281,1305.628296
4286,SWC0266,2133.274332,1804.6877329999998
4287,SWC0266,3401.3512619999997,4479.548622
4288,SWC0266,1912.365486,4297.282776
4289,SWC0266,3069.653189,3492.164182
4290,SWC0266,2637.312204,4575.510225999999
4291,SWC0266,2293.4087449999997,4699.378071
4294,SWC0266,4636.293095,3878.4951950000004
4295,SWC0266,3988.316535,3688.182312
4296,SWC0266,4385.276221,3977.3902340000004
4297,SWC0266,6345.8012,2336.614549
4298,SWC0266,5719.659595,4681.901786
4299,SWC0266,5965.469633,3969.577543
4310,SWC0271,1425.846782,3677.0048420000003
4311,SWC0271,2688.511813,1602.228919
4312,SWC0271,3840.5809999999997,1052.5145730000002
4453,SWC0527,1064.827014,628.216391
4454,SWC0527,1810.489248,781.5083477000001
4458,SWC0527,1104.856348,469.39504800000003
4460,SWC0527,675.2664714,499.9877909
4461,SWC0527,433.6396973,1180.768091
4462,SWC0527,859.3302530999999,907.6117228
4464,SWC0527,1182.890451,795.0137808999999
4469,SWC0527,812.5703779,2688.970851
4470,SWC0527,1476.814067,3246.493083
4476,SWC0527,2973.522526,1115.219035
4491,SWC0527,3021.210759,413.1020367
4506,SWC0527,3466.567993,2060.120617
4508,SWC0527,3575.431319,2159.610501
4525,SWC0527,4656.0571899999995,1427.526629
4526,SWC0527,3784.2284600000003,1542.433733
4530,SWC0527,4281.098602,1548.356974
4531,SWC0527,4777.213004,846.8289663999999
4534,SWC0527,5448.011456,173.0225595
4535,SWC0527,4976.902004,692.5545348999999
4537,SWC0527,3971.870622,1438.9889050000002
4541,SWC0527,4812.691755,992.9337508
4546,SWC0527,4383.0713829999995,127.53737579999999
4557,SWC0527,4475.670035,3137.071559
4561,SWC0527,3769.2041130000002,2212.692876
4569,SWC0527,4288.5242530000005,3476.1224369999995
4570,SWC0527,4005.6870280000003,3986.859131
4576,SWC0527,6187.446220000001,417.6294393
4581,SWC0527,6937.539872,2952.7004269999998
4592,SWC0527,7192.848921,2487.768372
4626,SWC0529,1544.5376449999999,1311.902043
4627,SWC0529,289.5811048,1165.80944
4628,SWC0529,291.5385789,131.552154
4629,SWC0529,998.1943358999999,2547.677541
4630,SWC0529,2983.9410559999997,3575.889396
4631,SWC0529,2181.335458,4623.364392
4632,SWC0529,6940.334639,602.3818415
4633,SWC0529,5622.420849,4625.701429
4638,SWC0530,4637.282389,2302.9426120000003
4639,SWC0530,3695.2344359999997,3375.950243
4640,SWC0530,5531.737942,553.1457875
4642,SWC0531,1690.565386,4503.225961
4644,SWC0531,2648.240243,1039.823312
4645,SWC0531,4953.654015,2964.097684
4646,SWC0531,4373.137646,4076.242586
4789,SWC0537,320.8603861,151.74507749999998
4791,SWC0537,116.2666277,244.24131880000002
4792,SWC0537,668.7190833999999,137.09484980000002
4793,SWC0537,82.06154605,97.27390290000001
4795,SWC0537,2548.111211,169.3303388
4796,SWC0537,2086.0266469999997,867.6920166000001
4797,SWC0537,2869.599966,1195.493624
4798,SWC0537,2387.953214,884.5852004000001
4799,SWC0537,2796.573736,40.22317314
4800,SWC0537,2661.523663,1150.525963
4801,SWC0537,3119.967501,4420.993117
4802,SWC0537,3178.646794,4236.250202
4803,SWC0537,3048.409154,3842.497332
4804,SWC0537,3658.605129,4257.660592
4805,SWC0537,4660.004474,1345.723013
4806,SWC0537,4690.298363,2828.149816
4807,SWC0537,5384.701961,3145.586548
4808,SWC0537,5465.847192,1744.792252
4811,SWC0537,4969.665725,3331.92236
4821,SWC0537,3765.9643539999997,3883.8099490000004
4823,SWC0537,5151.534546,3591.735029
4827,SWC0537,6810.597447,473.66082760000006
4828,SWC0537,5816.309728,3159.085398
4829,SWC0537,7335.750898,2850.364136
4831,SWC0537,6086.721478,2662.5878199999997
4832,SWC0537,6108.777395,2970.96755
4833,SWC0537,5829.605886,1653.733008
4836,SWC0537,5975.098285,4365.1368840000005
4842,SWC0537,6608.947647,3820.0434909999994
4854,SWC0537,5668.737594,3929.470712
5006,SWC0543,1239.416162,116.3464422
5007,SWC0543,645.4466553,3523.1997020000003
5008,SWC0543,3654.736111,4307.071289
5010,SWC0543,4981.406881,1493.915721
5012,SWC0543,4383.591488,91.69003347
5017,SWC0543,5183.148364,598.5258586
5020,SWC0543,4737.334246,1367.116943
5022,SWC0543,3975.7399560000003,1362.784823
5023,SWC0543,5044.78396,794.5268066000001
5026,SWC0543,5144.345571,1550.986979
5028,SWC0543,5091.41556,133.0348887
5030,SWC0543,4826.0168619999995,1017.2553300000001
5035,SWC0543,4127.153914,868.710315
5040,SWC0543,4043.521685,2101.761492
5041,SWC0543,4561.573225,1922.155389
5042,SWC0543,3964.626305,3071.0136989999996
5043,SWC0543,3996.6912729999995,2593.0642399999997
5044,SWC0543,3790.9400630000005,2784.455187
5046,SWC0543,3791.7107140000003,4253.740767
5047,SWC0543,5903.887204,516.4605013
5048,SWC0543,5891.366872,962.9007162
5050,SWC0543,5605.287179999999,4508.522292000001
5126,SWC0545,136.48761240000002,1535.182261
5127,SWC0545,2172.24861,1406.7462480000002
5128,SWC0545,1931.368561,1396.766691
5129,SWC0545,3469.96661,826.7672567000001
5130,SWC0545,3557.809147,207.85788369999997
5131,SWC0545,2472.192603,692.1927409
5132,SWC0545,3622.483529,696.8667765
5133,SWC0545,3063.475063,2450.680311
5134,SWC0545,1855.793623,4766.787323
5135,SWC0545,4148.831097,269.50333860000006
5136,SWC0545,4258.329963,1154.468438
5137,SWC0545,4325.46075,532.0960318
5138,SWC0545,4209.153941,654.1672261
5139,SWC0545,4482.155786,302.830542
5140,SWC0545,3831.320194,1488.387817
5141,SWC0545,4061.286746,1745.091684
5142,SWC0545,4465.227374,3970.5272579999996
5146,SWC0545,5895.396332,2835.692188
5147,SWC0545,6693.304245,4327.988464
5157,SWC0547,202.8276845,4529.272835
5160,SWC0547,353.32338460000005,4204.593608
5163,SWC0547,4086.774829,417.80273439999996
5168,SWC0547,5360.179763,1719.279146
5169,SWC0547,5446.975637,1967.749288
5170,SWC0547,5157.199265,1642.903676
5171,SWC0547,5292.453025,4371.633722
5172,SWC0547,5433.452215,3886.9243770000003
5177,SWC0547,5752.940664,2264.4711629999997
5178,SWC0547,6449.2509979999995,2422.6244070000002
5180,SWC0547,6332.93911,3407.6461770000005
5181,SWC0547,6809.866108,4389.6598460000005
5182,SWC0547,5688.673498,4325.859872999999
5183,SWC0547,6053.595912,4794.301714
5187,SWC0547,6756.824745,4152.245681
5189,SWC0547,6960.919565,4208.762977
5191,SWC0547,6531.930993,4472.289551
5197,SWC0547,5529.675763,4166.411085
5200,SWC0548,1560.219369,635.4790301
5201,SWC0548,1701.512818,74.83170527
5202,SWC0548,1580.976705,383.15288039999996
5204,SWC0548,1601.310185,1693.464146
5205,SWC0548,1271.824406,2259.502429
